Order_ID,Customer Name,Email,Age,Gender,Country,Order_Date,Product,Category,Price,Quantity,Total_Amount,Payment_Method,Order_Status
ORD8701,Liu Wei,liu.wei@email.com,abc,Female,Spain,2023/01/15,T-Shirt,Fashion,1166,2,2332,,Delivered
ORD8702,Sarah Lee,sarah.lee@email.com,57,Female,Germany,2023/04/05,Watch,Fashion,915,2,1830,UPI,Cancelled
ORD8703,David Kim,david.kim@email.com,52,Male,USA,15-02-2023,Headphones,Electronics,264,1,264,Debit Card,Returned
ORD8704,Liu Wei,liu.wei@email.com,,Male,Spain,2023-03-10,Shoes,Electronics,305,3,915,UPI,Cancelled
ORD8705, Liu Wei ,liu.wei@email.com,22,Female,USA,15-02-2023,Phone,Accessories,961,2,1922,PayPal,Cancelled
ORD8706, Raj Kumar ,raj.kumar@email.com,,Male,Canada,2023-07-12,Bag,Fashion,181,2,362,Credit Card,Cancelled
ORD8707,Jane Smith,jane.smith@email.com,,Male,UK,15-02-2023,T-Shirt,Electronics,847,2,1694,Debit Card,Cancelled
ORD8708,Emily Davis,emily.davis@email.com,44,Female,Germany,05-06-2023,Tablet,Fashion,279,1,279,UPI,Delivered
ORD8709,Liu Wei,liu.wei@email.com,,Male,USA,05-06-2023,Headphones,Electronics,70,1,70,UPI,Returned
ORD8710,Chris Evans,chris.evans@email.com,abc,Female,India,2023-07-12,Camera,Fashion,1281,3,3843,,Shipped
ORD8711,Liu Wei,liu.wei@email.com,31,Male,China,2023-07-12,Tablet,Electronics,60,1,60,PayPal,Cancelled
ORD8712,Sarah Lee,sarah.lee@email.com,abc,Female,India,2023/01/15,Headphones,Accessories,379,2,758,Debit Card,Delivered
ORD8713,Liu Wei,liu.wei@email.com,abc,Female,Canada,2023/01/15,Phone,Accessories,28,1,28,PayPal,Delivered
ORD8714,John Doe,john.doe@email.com,35,Female,China,15-02-2023,Watch,Accessories,141,2,282,PayPal,Delivered
ORD8715,John Doe,john.doe@email.com,,Male,USA,2023/01/15,Phone,Fashion,263,1,263,,Shipped
ORD8716,David Kim,david.kim@email.com,abc,Female,Germany,2023-07-12,Bag,Fashion,885,2,1770,,Shipped
ORD8717,Sarah Lee,sarah.leeemail.com,34,Male,UK,2023-03-10,Laptop,Electronics,546,2,1092,UPI,Delivered
ORD8718, David Kim ,david.kim@email.com,abc,Male,Germany,05-06-2023,Phone,Fashion,736,3,2208,PayPal,Cancelled
ORD8719,Anna Muller,anna.muller@email.com,51,Female,India,2023-07-12,Tablet,Accessories,1129,1,1129,Debit Card,Shipped
ORD8720,Chris Evans,chris.evans@email.com,,Female,India,2023/01/15,Laptop,Fashion,1016,1,1016,UPI,Shipped
ORD8721,Chris Evans,chris.evans@email.com,,Male,China,2023/04/05,Tablet,Fashion,431,3,1293,PayPal,Delivered
ORD8722,David Kim,david.kim@email.com,abc,Male,India,15-02-2023,Phone,Fashion,1174,1,1174,UPI,Cancelled
ORD8723, Raj Kumar ,raj.kumar@email.com,38,Male,USA,2023-03-10,Watch,Fashion,190,1,190,,Delivered
ORD8724,Raj Kumar,raj.kumar@email.com,,Female,USA,2023/01/15,Headphones,Fashion,783,1,783,UPI,Returned
ORD8725,Raj Kumar,raj.kumar@email.com,abc,Male,Canada,2023/04/05,Headphones,Accessories,768,2,1536,,Shipped
ORD8726,David Kim,david.kim@email.com,abc,Female,India,2023/01/15,Headphones,Fashion,304,1,304,Credit Card,Delivered
ORD8727,Maria Garcia,maria.garcia@email.com,24,Female,Canada,2023/01/15,Tablet,Electronics,41,2,82,UPI,Returned
ORD8728,Jane Smith,jane.smithemail.com,,Female,China,2023-07-12,Bag,Accessories,1268,2,2536,,Delivered
ORD8729,Liu Wei,liu.weiemail.com,abc,Female,Germany,2023-03-10,Camera,Electronics,674,3,2022,PayPal,Returned
ORD8730,Anna Muller,anna.muller@email.com,28,Male,USA,15-02-2023,Headphones,Accessories,1492,1,1492,PayPal,Delivered
ORD8731,Mike Brown,mike.brown@email.com,,Female,Spain,2023/04/05,Camera,Fashion,1137,3,3411,Credit Card,Cancelled
ORD8732,David Kim,david.kim@email.com,25,Female,Germany,2023-03-10,Shoes,Electronics,831,2,1662,Credit Card,Returned
ORD8733,Emily Davis,emily.davis@email.com,abc,Male,China,05-06-2023,Camera,Electronics,582,2,1164,Debit Card,Delivered
ORD8734,David Kim,david.kim@email.com,47,Female,USA,15-02-2023,Camera,Electronics,456,1,456,Debit Card,Shipped
ORD8735,Jane Smith,jane.smith@email.com,26,Male,India,2023/01/15,T-Shirt,Accessories,1004,1,1004,Debit Card,Cancelled
ORD8736,Sarah Lee,sarah.lee@email.com,47,Male,Canada,2023-07-12,Shoes,Fashion,1432,3,4296,Debit Card,Cancelled
ORD8737,Mike Brown,mike.brown@email.com,,Male,USA,2023-07-12,Phone,Fashion,34,2,68,,Returned
ORD8738, Maria Garcia ,maria.garcia@email.com,,Male,USA,2023/01/15,Camera,Accessories,150,3,450,PayPal,Returned
ORD8739,Sarah Lee,sarah.lee@email.com,47,Male,Canada,2023-07-12,Shoes,Accessories,832,3,2496,UPI,Returned
ORD8740,David Kim,david.kim@email.com,,Female,USA,2023/01/15,T-Shirt,Accessories,112,3,336,Debit Card,Shipped
ORD8741,Maria Garcia,maria.garcia@email.com,abc,Female,USA,2023/01/15,Shoes,Fashion,49,3,147,Credit Card,Returned
ORD8742,Jane Smith,jane.smith@email.com,abc,Male,UK,2023/04/05,Tablet,Electronics,481,2,962,PayPal,Returned
ORD8743,Maria Garcia,maria.garcia@email.com,29,Female,Germany,2023/04/05,Shoes,Accessories,1208,3,3624,Debit Card,Cancelled
ORD8744,Liu Wei,liu.wei@email.com,,Female,USA,2023/01/15,Watch,Fashion,855,3,2565,,Returned
ORD8745, John Doe ,john.doe@email.com,abc,Male,Canada,2023/01/15,Shoes,Fashion,968,3,2904,,Shipped
ORD8746,John Doe,john.doe@email.com,26,Female,India,2023/04/05,Headphones,Electronics,275,3,825,Credit Card,Cancelled
ORD8747,Anna Muller,anna.muller@email.com,,Female,Canada,2023-07-12,Laptop,Fashion,71,1,71,,Cancelled
ORD8748,Sarah Lee,sarah.lee@email.com,19,Male,Spain,15-02-2023,Tablet,Accessories,1431,3,4293,,Returned
ORD8749, John Doe ,john.doe@email.com,,Female,USA,2023/01/15,Tablet,Fashion,728,1,728,PayPal,Cancelled
ORD8750,Liu Wei,liu.weiemail.com,42,Female,China,2023/04/05,Headphones,Fashion,250,2,500,UPI,Cancelled
ORD8751,Anna Muller,anna.mulleremail.com,abc,Female,Germany,2023/01/15,Phone,Fashion,85,3,255,UPI,Cancelled
ORD8752,John Doe,john.doe@email.com,abc,Female,USA,2023/04/05,Laptop,Fashion,459,1,459,PayPal,Shipped
ORD8753,Anna Muller,anna.muller@email.com,35,Male,USA,15-02-2023,Headphones,Accessories,157,3,471,PayPal,Returned
ORD8754, Emily Davis ,emily.davis@email.com,31,Male,China,2023/04/05,Phone,Fashion,1263,3,3789,UPI,Delivered
ORD8755, Raj Kumar ,raj.kumar@email.com,abc,Male,Canada,2023/04/05,T-Shirt,Accessories,1456,3,4368,Debit Card,Shipped
ORD8756,Maria Garcia,maria.garcia@email.com,,Female,Germany,15-02-2023,Phone,Electronics,980,1,980,PayPal,Delivered
ORD8757,Jane Smith,jane.smith@email.com,,Male,USA,15-02-2023,Watch,Fashion,374,3,1122,Credit Card,Cancelled
ORD8758,Emily Davis,emily.davisemail.com,58,Male,USA,15-02-2023,Bag,Accessories,1237,2,2474,Credit Card,Returned
ORD8759,John Doe,john.doeemail.com,,Male,Spain,2023-03-10,Laptop,Electronics,128,2,256,UPI,Shipped
ORD8760,Jane Smith,jane.smith@email.com,,Male,USA,2023/04/05,Camera,Accessories,441,3,1323,PayPal,Returned
ORD8761,John Doe,john.doe@email.com,,Female,India,2023/04/05,Headphones,Fashion,1048,1,1048,PayPal,Cancelled
ORD8762,Raj Kumar,raj.kumar@email.com,36,Male,Germany,2023-03-10,Camera,Fashion,526,3,1578,Credit Card,Shipped
ORD8763,Anna Muller,anna.muller@email.com,abc,Male,Canada,15-02-2023,T-Shirt,Electronics,1063,3,3189,Debit Card,Delivered
ORD8764,Maria Garcia,maria.garcia@email.com,18,Female,USA,15-02-2023,Tablet,Fashion,820,2,1640,UPI,Delivered
ORD8765,Chris Evans,chris.evans@email.com,48,Female,China,2023/01/15,Bag,Fashion,390,2,780,Debit Card,Delivered
ORD8766,Anna Muller,anna.muller@email.com,abc,Female,USA,05-06-2023,Tablet,Fashion,288,1,288,Credit Card,Shipped
ORD8767,Mike Brown,mike.brown@email.com,,Female,Spain,2023-07-12,Shoes,Electronics,526,1,526,Debit Card,Delivered
ORD8768,Raj Kumar,raj.kumar@email.com,24,Female,India,2023-07-12,Shoes,Accessories,313,1,313,Credit Card,Cancelled
ORD8769, Liu Wei ,liu.wei@email.com,abc,Male,UK,15-02-2023,Shoes,Electronics,64,2,128,Debit Card,Delivered
ORD8770,Emily Davis,emily.davis@email.com,abc,Male,Spain,15-02-2023,T-Shirt,Accessories,164,2,328,UPI,Shipped
ORD8771,Sarah Lee,sarah.leeemail.com,52,Male,Germany,15-02-2023,T-Shirt,Accessories,816,3,2448,UPI,Returned
ORD8772,Mike Brown,mike.brown@email.com,44,Male,Spain,05-06-2023,Headphones,Accessories,1285,3,3855,Debit Card,Delivered
ORD8773,Emily Davis,emily.davis@email.com,47,Male,Germany,15-02-2023,Laptop,Fashion,808,3,2424,,Shipped
ORD8774,Mike Brown,mike.brown@email.com,,Male,USA,2023-07-12,Laptop,Accessories,63,3,189,Credit Card,Shipped
ORD8775, David Kim ,david.kimemail.com,30,Female,UK,05-06-2023,Camera,Accessories,1238,2,2476,Credit Card,Cancelled
ORD8776,Anna Muller,anna.muller@email.com,48,Female,UK,05-06-2023,Headphones,Accessories,463,1,463,UPI,Cancelled
ORD8777,Anna Muller,anna.muller@email.com,abc,Female,India,15-02-2023,Laptop,Fashion,120,3,360,Credit Card,Delivered
ORD8778,Sarah Lee,sarah.lee@email.com,abc,Male,Canada,2023-07-12,Phone,Electronics,80,2,160,PayPal,Shipped
ORD8779,John Doe,john.doeemail.com,37,Male,USA,2023-03-10,Shoes,Fashion,310,2,620,UPI,Shipped
ORD8780,Raj Kumar,raj.kumar@email.com,48,Male,UK,2023-07-12,Laptop,Fashion,374,3,1122,,Delivered
ORD8781,Jane Smith,jane.smith@email.com,,Male,Germany,05-06-2023,T-Shirt,Electronics,977,3,2931,,Returned
ORD8782,Sarah Lee,sarah.lee@email.com,57,Female,UK,2023/01/15,Laptop,Accessories,734,3,2202,PayPal,Delivered
ORD8783,Sarah Lee,sarah.lee@email.com,,Female,Germany,05-06-2023,Camera,Fashion,416,1,416,,Delivered
ORD8784, Liu Wei ,liu.wei@email.com,,Female,USA,2023-07-12,Camera,Electronics,1450,1,1450,Debit Card,Cancelled
ORD8785,Chris Evans,chris.evans@email.com,25,Male,Spain,2023/04/05,Phone,Accessories,135,3,405,UPI,Returned
ORD8786,Chris Evans,chris.evans@email.com,34,Female,Spain,2023-03-10,Watch,Accessories,148,2,296,,Cancelled
ORD8787,David Kim,david.kim@email.com,58,Female,India,2023-07-12,Tablet,Electronics,1231,1,1231,Credit Card,Shipped
ORD8788,Jane Smith,jane.smith@email.com,abc,Male,USA,2023-03-10,Tablet,Accessories,55,1,55,UPI,Cancelled
ORD8789,John Doe,john.doe@email.com,,Male,USA,2023/01/15,T-Shirt,Electronics,954,1,954,,Cancelled
ORD8790, Anna Muller ,anna.muller@email.com,,Male,China,05-06-2023,Shoes,Accessories,1204,1,1204,,Returned
ORD8791,Chris Evans,chris.evans@email.com,,Female,Canada,05-06-2023,Watch,Accessories,1242,1,1242,Debit Card,Delivered
ORD8792,Raj Kumar,raj.kumaremail.com,abc,Female,USA,2023/01/15,Bag,Electronics,827,2,1654,Debit Card,Delivered
ORD8793,Raj Kumar,raj.kumar@email.com,,Male,UK,2023-07-12,Watch,Fashion,605,2,1210,Debit Card,Shipped
ORD8794,Mike Brown,mike.brown@email.com,,Female,Canada,15-02-2023,Watch,Accessories,730,1,730,,Delivered
ORD8795,David Kim,david.kim@email.com,abc,Male,Canada,15-02-2023,Camera,Fashion,148,1,148,Credit Card,Delivered
ORD8796,Liu Wei,liu.wei@email.com,46,Female,India,2023-07-12,Bag,Electronics,360,3,1080,,Delivered
ORD8797,Liu Wei,liu.wei@email.com,36,Female,Germany,2023-07-12,Tablet,Fashion,874,3,2622,,Delivered
ORD8798, Anna Muller ,anna.muller@email.com,abc,Male,UK,15-02-2023,Bag,Accessories,883,3,2649,,Returned
ORD8799,Sarah Lee,sarah.lee@email.com,abc,Female,UK,05-06-2023,Headphones,Fashion,868,1,868,UPI,Delivered
ORD8800,Chris Evans,chris.evans@email.com,abc,Male,UK,2023-07-12,Headphones,Accessories,618,3,1854,PayPal,Returned
ORD8801,Mike Brown,mike.brown@email.com,34,Female,Canada,2023-07-12,Bag,Fashion,1081,1,1081,Debit Card,Cancelled
ORD8802, Liu Wei ,liu.weiemail.com,49,Female,India,05-06-2023,Shoes,Accessories,1339,2,2678,Debit Card,Delivered
ORD8803,Chris Evans,chris.evans@email.com,37,Male,Spain,05-06-2023,Tablet,Fashion,1066,3,3198,Credit Card,Shipped
ORD8804, John Doe ,john.doe@email.com,21,Male,India,2023-07-12,Watch,Accessories,363,1,363,PayPal,Shipped
ORD8805,Maria Garcia,maria.garcia@email.com,37,Male,China,2023/01/15,Phone,Electronics,243,3,729,Debit Card,Returned
ORD8806,Maria Garcia,maria.garcia@email.com,abc,Male,India,05-06-2023,Camera,Fashion,642,1,642,,Returned
ORD8807,Emily Davis,emily.davis@email.com,30,Male,Canada,05-06-2023,Bag,Electronics,1086,2,2172,Credit Card,Cancelled
ORD8808,David Kim,david.kim@email.com,,Female,India,05-06-2023,Phone,Fashion,546,2,1092,,Returned
ORD8809, Anna Muller ,anna.mulleremail.com,,Male,UK,2023/01/15,Laptop,Accessories,696,2,1392,PayPal,Cancelled
ORD8810,Liu Wei,liu.wei@email.com,24,Male,USA,15-02-2023,Phone,Electronics,1375,2,2750,UPI,Shipped
ORD8811,Mike Brown,mike.brown@email.com,29,Female,Spain,2023/01/15,Phone,Electronics,20,2,40,Debit Card,Shipped
ORD8812,Jane Smith,jane.smith@email.com,abc,Female,China,2023-07-12,T-Shirt,Accessories,1077,3,3231,,Cancelled
ORD8813, Maria Garcia ,maria.garcia@email.com,abc,Female,USA,2023/01/15,Shoes,Electronics,1096,3,3288,PayPal,Returned
ORD8814,Jane Smith,jane.smith@email.com,,Male,China,2023/01/15,Phone,Accessories,871,2,1742,Credit Card,Delivered
ORD8815,Sarah Lee,sarah.leeemail.com,44,Male,India,05-06-2023,Phone,Fashion,301,3,903,,Cancelled
ORD8816,Maria Garcia,maria.garcia@email.com,,Female,Spain,2023/04/05,Phone,Accessories,96,1,96,,Shipped
ORD8817,Liu Wei,liu.wei@email.com,,Male,Germany,05-06-2023,Headphones,Fashion,262,2,524,,Delivered
ORD8818,Liu Wei,liu.wei@email.com,21,Female,UK,2023/01/15,Bag,Fashion,807,1,807,UPI,Shipped
ORD8819,Raj Kumar,raj.kumar@email.com,33,Female,Canada,2023-03-10,Phone,Electronics,699,1,699,Credit Card,Cancelled
ORD8820,Raj Kumar,raj.kumar@email.com,abc,Female,UK,05-06-2023,T-Shirt,Accessories,1066,3,3198,Debit Card,Cancelled
ORD8821, Emily Davis ,emily.davis@email.com,,Female,Spain,2023/01/15,Tablet,Fashion,510,2,1020,,Shipped
ORD8822,Chris Evans,chris.evans@email.com,abc,Male,China,05-06-2023,Bag,Accessories,979,2,1958,Debit Card,Returned
ORD8823,John Doe,john.doeemail.com,55,Female,UK,2023-07-12,Bag,Accessories,547,1,547,,Shipped
ORD8824, Sarah Lee ,sarah.lee@email.com,,Male,Spain,2023-07-12,Phone,Accessories,1289,3,3867,PayPal,Shipped
ORD8825,Mike Brown,mike.brown@email.com,,Female,Germany,15-02-2023,Tablet,Accessories,811,3,2433,,Returned
ORD8826,John Doe,john.doe@email.com,18,Male,UK,2023/04/05,Laptop,Fashion,417,2,834,,Cancelled
ORD8827,Anna Muller,anna.muller@email.com,,Male,Germany,05-06-2023,Shoes,Electronics,248,3,744,UPI,Delivered
ORD8828,Raj Kumar,raj.kumar@email.com,,Male,China,05-06-2023,Headphones,Electronics,1417,2,2834,UPI,Delivered
ORD8829, Chris Evans ,chris.evans@email.com,33,Male,USA,05-06-2023,Bag,Fashion,288,2,576,UPI,Delivered
ORD8830,Maria Garcia,maria.garcia@email.com,,Male,Germany,2023/01/15,Laptop,Fashion,1278,3,3834,UPI,Shipped
ORD8831,Mike Brown,mike.brown@email.com,,Male,China,2023-07-12,Bag,Electronics,657,2,1314,Debit Card,Delivered
ORD8832,Raj Kumar,raj.kumar@email.com,abc,Male,India,15-02-2023,Camera,Accessories,375,2,750,,Returned
ORD8833, Maria Garcia ,maria.garcia@email.com,28,Female,Canada,2023/01/15,Tablet,Accessories,361,3,1083,UPI,Returned
ORD8834,Jane Smith,jane.smith@email.com,53,Male,India,2023-07-12,Watch,Electronics,875,1,875,UPI,Cancelled
ORD8835,Raj Kumar,raj.kumar@email.com,,Male,Canada,2023/04/05,Bag,Accessories,245,3,735,Debit Card,Delivered
ORD8836,Maria Garcia,maria.garcia@email.com,abc,Female,Canada,2023-07-12,Tablet,Accessories,496,3,1488,,Shipped
ORD8837, John Doe ,john.doe@email.com,,Female,Canada,15-02-2023,Laptop,Electronics,394,1,394,UPI,Returned
ORD8838,Anna Muller,anna.muller@email.com,abc,Female,China,2023/01/15,Bag,Electronics,830,1,830,PayPal,Delivered
ORD8839,Mike Brown,mike.brown@email.com,,Male,USA,2023/04/05,Tablet,Fashion,562,3,1686,PayPal,Delivered
ORD8840,Emily Davis,emily.davis@email.com,abc,Female,UK,2023/04/05,Watch,Fashion,1206,2,2412,UPI,Cancelled
ORD8841, Chris Evans ,chris.evansemail.com,,Male,Germany,2023/04/05,Laptop,Electronics,1289,3,3867,PayPal,Returned
ORD8842, David Kim ,david.kim@email.com,abc,Female,China,15-02-2023,Phone,Accessories,1315,1,1315,UPI,Shipped
ORD8843,Liu Wei,liu.wei@email.com,,Female,Germany,15-02-2023,T-Shirt,Fashion,940,1,940,Credit Card,Returned
ORD8844,Liu Wei,liu.weiemail.com,abc,Male,USA,2023-03-10,Phone,Accessories,1331,1,1331,,Delivered
ORD8845,Chris Evans,chris.evans@email.com,42,Male,China,05-06-2023,Watch,Electronics,867,2,1734,PayPal,Shipped
ORD8846,Emily Davis,emily.davis@email.com,,Female,Spain,15-02-2023,Headphones,Fashion,776,1,776,UPI,Cancelled
ORD8847,John Doe,john.doe@email.com,,Female,Canada,05-06-2023,Tablet,Electronics,1468,3,4404,UPI,Cancelled
ORD8848, Anna Muller ,anna.mulleremail.com,,Female,USA,2023-03-10,Bag,Fashion,1287,1,1287,,Delivered
ORD8849,Liu Wei,liu.weiemail.com,,Female,China,2023/01/15,Shoes,Fashion,689,3,2067,Credit Card,Returned
ORD8850,Liu Wei,liu.wei@email.com,abc,Female,UK,2023-03-10,Watch,Accessories,464,2,928,UPI,Returned
ORD8851, Emily Davis ,emily.davis@email.com,abc,Male,China,05-06-2023,Tablet,Accessories,1142,3,3426,PayPal,Delivered
ORD8852,Sarah Lee,sarah.lee@email.com,52,Female,Canada,2023-03-10,Camera,Accessories,340,3,1020,,Returned
ORD8853,David Kim,david.kim@email.com,,Male,China,15-02-2023,Camera,Accessories,318,1,318,Credit Card,Delivered
ORD8854, Anna Muller ,anna.muller@email.com,abc,Female,USA,2023-03-10,Shoes,Accessories,786,1,786,Credit Card,Returned
ORD8855,Sarah Lee,sarah.lee@email.com,59,Male,Spain,2023-03-10,Bag,Fashion,1396,2,2792,PayPal,Delivered
ORD8856,Raj Kumar,raj.kumar@email.com,,Male,Canada,2023/01/15,Camera,Accessories,1169,1,1169,,Delivered
ORD8857,Maria Garcia,maria.garcia@email.com,,Female,Germany,2023-07-12,T-Shirt,Accessories,802,3,2406,,Delivered
ORD8858,Chris Evans,chris.evansemail.com,,Male,Spain,15-02-2023,T-Shirt,Fashion,1381,3,4143,Debit Card,Delivered
ORD8859,Maria Garcia,maria.garcia@email.com,,Female,UK,2023/01/15,Bag,Electronics,681,2,1362,,Delivered
ORD8860,Anna Muller,anna.muller@email.com,38,Male,India,2023-07-12,T-Shirt,Electronics,553,3,1659,Debit Card,Cancelled
ORD8861,Emily Davis,emily.davis@email.com,54,Male,Canada,2023-03-10,Phone,Accessories,1371,3,4113,Credit Card,Cancelled
ORD8862,Chris Evans,chris.evans@email.com,,Male,USA,05-06-2023,T-Shirt,Fashion,623,1,623,PayPal,Delivered
ORD8863,Chris Evans,chris.evansemail.com,36,Male,Spain,2023/01/15,T-Shirt,Fashion,734,2,1468,,Shipped
ORD8864,Maria Garcia,maria.garciaemail.com,50,Male,India,15-02-2023,Shoes,Fashion,687,3,2061,PayPal,Cancelled
ORD8865,Raj Kumar,raj.kumar@email.com,abc,Female,Canada,2023/04/05,Tablet,Accessories,1298,2,2596,Credit Card,Returned
ORD8866,Anna Muller,anna.muller@email.com,,Female,Canada,2023-03-10,Camera,Accessories,1197,1,1197,Credit Card,Delivered
ORD8867, Emily Davis ,emily.davis@email.com,abc,Male,Germany,05-06-2023,Phone,Fashion,629,3,1887,Credit Card,Cancelled
ORD8868,Maria Garcia,maria.garciaemail.com,abc,Male,Canada,05-06-2023,Watch,Fashion,297,2,594,PayPal,Cancelled
ORD8869,Emily Davis,emily.davis@email.com,,Male,China,05-06-2023,Bag,Electronics,372,2,744,PayPal,Delivered
ORD8870,David Kim,david.kim@email.com,,Male,India,2023-03-10,Shoes,Fashion,754,2,1508,Credit Card,Returned
ORD8871,Chris Evans,chris.evans@email.com,abc,Male,Germany,15-02-2023,Bag,Accessories,1234,3,3702,UPI,Cancelled
ORD8872,Sarah Lee,sarah.lee@email.com,,Female,Canada,2023-03-10,Headphones,Fashion,1266,3,3798,UPI,Cancelled
ORD8873,Chris Evans,chris.evans@email.com,51,Female,USA,2023/01/15,Phone,Fashion,704,3,2112,,Delivered
ORD8874,Sarah Lee,sarah.lee@email.com,abc,Male,Spain,15-02-2023,T-Shirt,Electronics,1184,2,2368,PayPal,Cancelled
ORD8875,Chris Evans,chris.evans@email.com,52,Female,UK,2023-03-10,Bag,Fashion,1211,3,3633,,Cancelled
ORD8876,Raj Kumar,raj.kumar@email.com,,Male,India,2023/01/15,Camera,Fashion,802,3,2406,PayPal,Shipped
ORD8877,Raj Kumar,raj.kumaremail.com,abc,Female,UK,05-06-2023,Laptop,Accessories,1281,3,3843,UPI,Cancelled
ORD8878, Anna Muller ,anna.muller@email.com,,Male,India,05-06-2023,Watch,Fashion,1123,3,3369,PayPal,Returned
ORD8879,Liu Wei,liu.wei@email.com,55,Male,India,05-06-2023,Watch,Electronics,1336,1,1336,,Cancelled
ORD8880,Maria Garcia,maria.garcia@email.com,abc,Female,Spain,05-06-2023,Laptop,Accessories,1021,2,2042,UPI,Shipped
ORD8881, Jane Smith ,jane.smith@email.com,36,Female,China,2023-07-12,Laptop,Fashion,894,3,2682,Debit Card,Delivered
ORD8882,Sarah Lee,sarah.lee@email.com,abc,Female,USA,2023/01/15,Headphones,Electronics,202,1,202,UPI,Shipped
ORD8883,Sarah Lee,sarah.lee@email.com,abc,Female,Spain,2023-03-10,T-Shirt,Electronics,1338,3,4014,Debit Card,Shipped
ORD8884,David Kim,david.kim@email.com,abc,Female,USA,05-06-2023,Shoes,Fashion,939,3,2817,UPI,Returned
ORD8885,David Kim,david.kimemail.com,,Female,Spain,15-02-2023,Watch,Accessories,1146,3,3438,,Delivered
ORD8886, Maria Garcia ,maria.garcia@email.com,,Male,China,2023/01/15,Phone,Electronics,841,3,2523,Debit Card,Cancelled
ORD8887,John Doe,john.doe@email.com,abc,Female,China,05-06-2023,Shoes,Accessories,724,3,2172,Debit Card,Shipped
ORD8888, Jane Smith ,jane.smith@email.com,30,Male,Spain,2023/04/05,Headphones,Electronics,394,1,394,Debit Card,Cancelled
ORD8889,Raj Kumar,raj.kumar@email.com,abc,Female,UK,2023-03-10,Tablet,Accessories,699,1,699,UPI,Delivered
ORD8890,Emily Davis,emily.davisemail.com,31,Female,UK,2023-07-12,Laptop,Fashion,400,2,800,UPI,Cancelled
ORD8891,Jane Smith,jane.smith@email.com,27,Female,Spain,2023/04/05,Headphones,Accessories,1395,2,2790,PayPal,Returned
ORD8892,Emily Davis,emily.davis@email.com,abc,Male,Spain,2023-07-12,T-Shirt,Accessories,746,3,2238,UPI,Returned
ORD8893,Anna Muller,anna.muller@email.com,,Male,Canada,2023/04/05,Tablet,Accessories,593,2,1186,PayPal,Delivered
ORD8894, Jane Smith ,jane.smith@email.com,,Female,Canada,2023-03-10,Watch,Fashion,990,2,1980,Debit Card,Returned
ORD8895,Emily Davis,emily.davis@email.com,24,Female,China,2023-03-10,Laptop,Fashion,86,3,258,,Shipped
ORD8896,Raj Kumar,raj.kumar@email.com,,Female,UK,2023/01/15,Laptop,Accessories,559,1,559,,Shipped
ORD8897,Sarah Lee,sarah.leeemail.com,23,Female,Canada,2023-03-10,Tablet,Fashion,1315,2,2630,UPI,Delivered
ORD8898,Anna Muller,anna.muller@email.com,abc,Male,UK,05-06-2023,T-Shirt,Fashion,1196,2,2392,UPI,Delivered
ORD8899,Jane Smith,jane.smith@email.com,abc,Male,Germany,05-06-2023,Camera,Electronics,592,1,592,UPI,Returned
ORD8900,John Doe,john.doe@email.com,37,Male,China,2023/01/15,Watch,Fashion,902,3,2706,UPI,Delivered
ORD8901, Raj Kumar ,raj.kumar@email.com,28,Female,Germany,2023/01/15,Laptop,Electronics,525,3,1575,Credit Card,Shipped
ORD8902,Liu Wei,liu.wei@email.com,,Male,UK,2023/01/15,Watch,Electronics,795,3,2385,Debit Card,Cancelled
ORD8903,Sarah Lee,sarah.lee@email.com,,Male,USA,15-02-2023,Tablet,Electronics,1440,2,2880,Credit Card,Cancelled
ORD8904,Liu Wei,liu.wei@email.com,abc,Male,Canada,2023-03-10,Bag,Electronics,182,3,546,UPI,Delivered
ORD8905,Maria Garcia,maria.garcia@email.com,,Female,India,2023/01/15,Laptop,Accessories,1263,1,1263,Credit Card,Returned
ORD8906,Anna Muller,anna.muller@email.com,41,Male,Canada,05-06-2023,Camera,Fashion,930,1,930,Debit Card,Shipped
ORD8907,Liu Wei,liu.wei@email.com,abc,Female,Germany,2023/01/15,Tablet,Fashion,1166,3,3498,Credit Card,Shipped
ORD8908,Mike Brown,mike.brown@email.com,27,Male,Canada,05-06-2023,Headphones,Electronics,301,3,903,,Delivered
ORD8909, John Doe ,john.doe@email.com,,Female,UK,2023/04/05,Phone,Accessories,1271,1,1271,Credit Card,Shipped
ORD8910,Anna Muller,anna.muller@email.com,abc,Female,UK,2023-07-12,T-Shirt,Accessories,1219,3,3657,PayPal,Cancelled
ORD8911,David Kim,david.kim@email.com,abc,Female,Germany,05-06-2023,Tablet,Accessories,1247,3,3741,PayPal,Returned
ORD8912,Jane Smith,jane.smith@email.com,,Male,China,2023/04/05,Phone,Fashion,1002,1,1002,UPI,Delivered
ORD8913,Emily Davis,emily.davis@email.com,,Female,Canada,2023-07-12,Phone,Electronics,106,3,318,Debit Card,Delivered
ORD8914,Emily Davis,emily.davis@email.com,,Male,India,2023-03-10,T-Shirt,Fashion,257,1,257,PayPal,Delivered
ORD8915,Chris Evans,chris.evansemail.com,abc,Female,Germany,2023-03-10,Laptop,Fashion,921,1,921,,Shipped
ORD8916,Mike Brown,mike.brown@email.com,39,Female,Germany,2023-03-10,Shoes,Accessories,534,2,1068,Credit Card,Returned
